numero	classe	numero_processo	menções	primeira_linha	contexto
6422	RE	872778	1	16547	[RE 872.778 AgR, rel. min. Dias Toffoli, j. 29-6-2018, 2ª T, DJE de 24-8-2018.]
6423	HC	105844	1	16552	[HC 105.844, rel. min. Cármen Lúcia, j. 21-6-2011, 1ª T, DJE de 18-8-2011.]
6424	RE	199600	1	16553	Esta Corte já firmou o entendimento de que a perda de graduação de praça da polícia militar, como sanção disciplinar administrativa, não se dá por mei
6425	RE	197649	1	16553	Esta Corte já firmou o entendimento de que a perda de graduação de praça da polícia militar, como sanção disciplinar administrativa, não se dá por mei
6426	RE	223744	1	16553	Esta Corte já firmou o entendimento de que a perda de graduação de praça da polícia militar, como sanção disciplinar administrativa, não se dá por mei
6427	RE	447859	1	16555	= RE 447.859, rel. min. Marco Aurélio, j. 21-5-2015, P, DJE de 20-8-2015
6428	ARE	807649	1	16561	[ARE 807.649 AgR, rel. min. Dias Toffoli, j. 2-9-2014, 1ª T, DJE de 9-10-2014.]
6429	RE	552790	1	16563	[RE 552.790 AgR, rel. min. Marco Aurélio, j. 8-10-2013, 1ª T, DJE de 4-11-2013.]
6430	HC	93076	1	16565	[HC 93.076, rel. min. Celso de Mello, j. 26-8-2008, 2ª T, DJE de 30-10-2014.]
6431	ADI	3433	1	16571	[ADI 3.433, rel. min. Edson Fachin, j. 4-10-2021, P, DJE de 3-2-2022.]
6432	MS	30547	1	16574	[MS 30.547, rel.min. Cármen Lúcia, j. 18-10-2019, P, DJE de 7-2-2020.]
6433	ADI	4768	1	16584	Prerrogativa dos membros do Ministério Público de se apresentar no mesmo plano e à direita dos magistrados nas audiências e sessões de julgamento. Ine
6434	ADI	4714	1	16588	[ADI 4.714, rel. min. Cármen Lúcia, j. 29-11-2019, P, DJE de 3-2-2020.]
6435	ADI	3028	1	16592	[ADI 3.028, red. do ac. min. Ayres Britto, j. 26-5-2010, P, DJE de 1º-7-2010.]
6436	RE	985392	1	16596	Os Ministérios Públicos dos Estados e do Distrito Federal têm legitimidade para propor e atuar em recursos e meios de impugnação de decisões judiciais
6437	RE	631111	1	16597	Considerada a natureza e a finalidade do seguro obrigatório Danos Pessoais Causados por Veículos Automotores de Via Terrestre (DPVAT)(...) o STF consi
6438	ARE	728188	1	16599	[ARE 728.188, rel. min. Ricardo Lewandowski, j. 18-12-2013, P, DJE de 12-8-2014, Tema 680, com mérito julgado.]
6439	AI	516419	1	16609	=  AI 516.419 AgR, rel. min. Gilmar Mendes, j. 16-11-2010, 2ª T, DJE de 30-11-2010
6440	RE	190938	1	16611	[RE 190.938, red. do ac. min. Gilmar Mendes, j. 14-3-2006, 2ª T, DJE de 22-5-2009.]
6441	RE	163231	1	16613	[RE 163.231, rel. min. Maurício Corrêa, j. 26-2-1997, P, DJ de 29-6-2001.]
6442	AI	606235	1	16614	= AI 606.235 AgR, rel. min. Joaquim Barbosa, j. 5-6-2012, 2ª T, DJE de 22-6-2012
6443	ADI	2854	1	16622	A avocação de atribuições de membro do Ministério Público pelo Procurador-Geral implica quebra na identidade natural do promotor responsável, já que n
6444	ADI	5434	1	16625	Os limites do princípio da independência funcional do Ministério Público, art. 127, § 1º, CRFB, encontram-se circunscritos pelo respeito à Constituiçã
6445	ARE	725491	1	16629	[ARE 725.491 AgR, rel. min. Luiz Fux, j. 26-5-2015, 1ª T, DJE de 15-6-2015.]
6446	HC	92885	1	16636	[HC 92.885, rel. min. Cármen Lúcia, j. 29-4-2008, 1ª T, DJE de 20-6-2008.]
6447	HC	85137	1	16638	[HC 85.137, rel. min. Cezar Peluso, j. 13-9-2005, 1ª T, DJ de 28-10-2005.]
6448	INQ	2028	1	16640	[Inq 2.028, rel. min. Joaquim Barbosa, j. 28-4-2004, P, DJ de 16-12-2005.]
6449	HC	67759	1	16642	[HC 67.759, rel. min. Celso de Mello, j. 6-8-1992, P, DJ de 1º-7-1993.]
6450	ADI	7710	1	16646	[ADI 7.710, rel. min. Dias Toffoli, j. 26.05.2025, P, DJE de 04.06.2025.]
6451	ADI	7170	1	16649	Resoluções do Ministério Público do Rio de Janeiro. (...) Os dispositivos questionados não estabeleceram novas atribuições e competências, dispondo so
6452	ADI	1757	1	16651	A iniciativa legislativa prevista no art. 127, § 2º, da Constituição para a criação de cargos e serviços auxiliares, a política remuneratória e os pla
6453	ADI	2874	1	16653	[ADI 2.874, rel. min. Marco Aurélio, j. 28-8-2003, P, DJ de 3-10-2003.]
6454	ADI	2513	1	16655	[ADI 2.513 MC, rel. min. Celso de Mello, j. 3-4-2002, P, DJE de 15-3-2011.]
6455	ADI	63	1	16657	[ADI 63, rel. min. Ilmar Galvão, j. 13-10-1993, P, DJ de 27-5-1994.]
6456	ACO	1936	1	16660	[ACO 1.936 AgR, rel. min. Luiz Fux, j. 28-4-2015, 1ª T, DJE de 27-5-2015.]
6457	ADI	7073	1	16670	[ADI 7.073, rel. min. André Mendonça, j. 26-9-2022, P, DJE de 24-10-2022.]
6458	ADI	514	1	16675	[ADI 514 MC, rel. min. Celso de Mello, j. 13-6-1991, P, DJ de 18-3-1994.]
6459	HC	94809	1	16699	[HC 94.809, rel. min. Celso de Mello, j. 12-8-2008, 2ª T, DJE de 24-10-2008.]
6460	ADI	6247	1	16702	Não há dúvidas de que o constituinte originário quis o MPDFT como instituição federal e assegurou seu desiderato tanto ao estabelecer a estrutura orgâ
6461	MS	22492	1	16706	[MS 22.492, rel. min. Carlos Velloso, j. 28-4-2003, P, DJ de 20-6-2003.]
6462	ACO	1058	1	16713	[ACO 1.058, rel. min. Cezar Peluso, j. 14-4-2008, P, DJE de 23-5-2008.]
6463	ACO	1445	1	16714	Vide ACO 1.445, rel. min. Marco Aurélio, j. 11-5-2011, P, DJE de 25-5-2011
6464	HC	84630	1	16720	[HC 84.630, rel. min. Sepúlveda Pertence, j. 15-12-2005, 1ª T, DJ de 25-8-2006.]
6465	ADI	2913	1	16721	= ADI 2.913, red. do ac. min. Cármen Lúcia, j. 20-5-2009, P, DJE de 24-6-2011
6466	ADI	6551	1	16727	O art. 128, § 3º, da Constituição e o art. 9º da Lei Orgânica Nacional do Ministério Público indicam que a formação da lista tríplice se dará na forma
6467	ADI	452	1	16736	[ADI 452, rel. min. Maurício Corrêa, j. 28-8-2002, P, DJ de 31-10-2002.]
6468	ADI	3727	1	16737	= ADI 3.727, rel. min. Ayres Britto, j. 12-5-2010, P, DJE de 11-6-2010
6469	ADI	1783	1	16739	[ADI 1.783, rel. min. Sepúlveda Pertence, j. 11-10-2001, P, DJ de 16-11-2001.]
6470	ADI	2436	1	16743	[ADI 2.436 MC, rel. min. Moreira Alves, j. 30-5-2001, P, DJ de 9-5-2003.]
6471	ADI	3238	1	16752	Lei estadual de iniciativa parlamentar. Participação do Ministério Público nas operações policiais de cumprimento de medidas possessórias de caráter c
6472	ADI	5505	1	16758	[ADI 5.505, rel. min. Luiz Fux, j. 15-4-2020, P, DJE de 30-4-2020.]
6473	ADI	4142	1	16760	[ADI 4.142, rel. min. Roberto Barroso, j. 20-12-2019, P, DJE de 26-2-2020.]
6474	ADI	4807	1	16766	[ADI 4.807 e ADI 4.808, rel. min. Carmén Lúcia, j. 1º-8-2018, P, DJE de 21-5-2019.]
6475	ADI	4808	1	16766	[ADI 4.807 e ADI 4.808, rel. min. Carmén Lúcia, j. 1º-8-2018, P, DJE de 21-5-2019.]
6476	ADI	3802	1	16768	[ADI 3.802, rel. min. Dias Toffoli, j. 10-3-2016, P, DJE de 14-11-2016.]
6477	ADI	1916	1	16772	[ADI 1.916, rel. min. Eros Grau, j. 14-4-2010, P, DJE de 18-6-2010.]
6478	ADI	4062	1	16775	= ADI 4.062 MC, rel. min. Joaquim Barbosa, j. 4-6-2008, P, DJE de 20-6-2008
6479	ADI	852	1	16779	[ADI 852, rel. min. Ilmar Galvão, j. 29-8-2002, P, DJ de 18-10-2002.]
6480	ADI	1138	1	16781	[ADI 1.138 MC, rel. min. Ilmar Galvão, j. 8-3-1995, P, DJ de 16-2-1996.]
6481	MS	34472	1	16787	Não compete ao CNMP ou ao Colégio de Procuradores de Justiça "revisar ato do procurador-geral, no âmbito de seu dever-poder de gestão e administração 
6482	RE	262178	1	16788	(...) MPDFT. É que esse – porque compreendido no MPU (CF, art. 128, d) – se insere, nessa condição, no campo normativo da lei complementar federal que
6483	RE	1571686	1	16792	[RE 1.571.686 AgR, rel. min. Alexandre de Moraes, j. 18-2-2026, 1ª T, DJE de 25-2-2026.]
6484	MS	23441	1	16799	[MS 23.441, voto do red. do ac. min. Joaquim Barbosa, j. 27-11-2008, P, DJE de 6-11-2009.]
6485	ADI	5052	1	16802	O deslocamento de membros das carreiras do Ministério Público da União para outro ofício, sem retorno à origem, mediante designações e redesignações b
6486	RE	150447	1	16805	[RE 150.447, rel. min. Ilmar Galvão, j. 13-5-1997, 1ª T, DJ de 15-8-1997.]
6487	RE	428324	1	16819	[RE 428.324, voto do rel. min. Marco Aurélio, j. 15-9-2009, 1ª T, DJE de 6-11-2009.]
6488	HC	76671	1	16823	[HC 76.671, rel. min. Néri da Silveira, j. 9-6-1998, 2ª T, DJ de 10-8-2000.]
6489	ADI	2612	1	16828	[ADI 2.612, rel. min. Rosa Weber, j. 23-11-2020, P, DJE de 3-12-2020.]
6490	ADI	3574	1	16832	[ADI 3.574, rel. min. Ricardo Lewandowski, j. 16-5-2007, P, DJ de 1º-6-2007.]
6491	MS	26595	1	16834	= MS 26.595, rel. min. Cármen Lúcia, j. 7-4-2010, P, DJE de 11-6-2010
6492	ADI	2534	1	16835	= ADI 2.534 MC, rel. min. Maurício Corrêa, j. 15-8-2002, P, DJ de 13-6-2003
6493	HC	102085	1	16855	[HC 102.085, rel. min. Cármen Lúcia, j. 10-6-2010, P, DJE de 27-8-2010.]
6494	PET	1030	1	16856	Vide Pet 1.030, rel. min. Ilmar Galvão, j. 24-4-1996, P, DJ de 1º-7-1996
6495	RE	497170	1	16866	[RE 497.170, rel. min. Ricardo Lewandowski, j. 13-5-2008, 1ª T, DJE de 6-6-2008.]
6496	PET	3927	1	16869	= Pet 3.927, rel. min. Gilmar Mendes, j. 12-6-2008, P, DJE de 17-10-2008
6497	RHC	88143	1	16871	[RHC 88.143, rel. min. Joaquim Barbosa, j. 24-4-2007, 2ª T, DJ de 8-6-2007.]
6498	HC	75343	1	16872	Transação penal homologada em audiência realizada sem a presença do Ministério Público. Nulidade. Violação do art. 129, I, da CF. É da jurisprudência 
6499	RE	468161	1	16873	[RE 468.161, rel. min. Sepúlveda Pertence, j. 14-3-2006, 1ª T, DJ de 31-3-2006.]
6500	HC	129346	1	16874	= HC 129.346, rel. min. Dias Toffoli, j. 5-4-2016, 2ª T, DJE de 11-5-2016
6501	RE	233072	1	16879	[RE 233.072, rel. p/ o ac. min. Nelson Jobim, j. 18-5-1999, 2ª T, DJ de 3-5-2002.]
6502	HC	68739	1	16880	Correição parcial (CPPM, art. 498): compatibilidade com o art. 129, I, CF, que outorgou legitimação privativa ao Ministério Público para a ação penal 
6503	HC	78309	1	16881	[HC 78.309, rel. min. Sepúlveda Pertence, j. 2-2-1999, 1ª T, DJ de 26-3-1999.]
6504	HC	109047	1	16882	= HC 109.047, rel. min. Cármen Lúcia, j. 12-11-2013, 2ª T, DJE de 20-11-2013
6505	RHC	77258	1	16884	[RHC 77.258, rel. min. Moreira Alves, j. 23-6-1998, 1ª T, DJ de 3-9-1999.]
6506	RE	222283	1	16886	[RE 222.283, rel. min. Octavio Gallotti, j. 24-3-1998, 1ª T, DJ de 8-5-1998.]
6507	HC	67931-5	1	16887	A ação penal pública é privativa do Ministério Público (CF, art. 129, I), admitida apenas a exceção inscrita no art. 5º, LIX, da Lei Maior. As disposi
6508	RE	134515	1	16888	[RE 134.515, rel. min. Carlos Velloso, j. 13-8-1991, 2ª T, DJ de 13-9-1991.]
6509	HC	72073	1	16889	= HC 72.073, rel. min. Carlos Velloso, j. 2-4-1996, 2ª T, DJ de 17-5-1996
6510	HC	68204	1	16895	[HC 68.204, rel. min. Sepúlveda Pertence, j. 30-10-1990, 1ª T, DJ de 23-11-1990.]
6511	AC	2836	1	16899	[AC 2.836 MC-QO, rel. min. Ayres Britto, j. 27-3-2012, 2ª T, DJE de 26-6-2012.]
6512	RE	407902	1	16904	[RE 407.902, rel. min. Marco Aurélio, j. 26-5-2009, 1ª T, DJE de 28-8-2009.]
6513	RE	648410	1	16905	= RE 648.410 AgR, rel. min. Cármen Lúcia, j. 14-2-2012, 1ª T, DJE de 14-3-2012
6514	RE	643978	1	16918	[RE 643.978, rel. min. Alexandre de Moraes, j. 9-10-2019, P, DJE de 25-10-2019, Tema 850, com mérito em julgado.]
6515	RE	409356	1	16919	O Ministério Público tem legitimidade para ajuizar Ação Civil Pública que vise anular ato administrativo de aposentadoria que importe em lesão patrimô
6516	RE	605533	1	16921	[RE 605.533, rel. min. Marco Aurélio, j. 15-8-2018, P, DJE de 12-2-2020.]
6517	ARE	694294	1	16924	Ilegitimidade ativa ad causam do Ministério Público para, em ação civil pública, deduzir pretensão relativa à matéria tributária. Reafirmação da juris
6518	RE	1409154	1	16928	“1. O Ministério Público possui legitimidade para propor ação civil pública na defesa do patrimônio público na hipótese em que busca o ressarcimento p
6519	RE	629840	1	16929	(...) o Ministério Público possui legitimidade ativa para ajuizar ação civil pública que tenha por objeto a condenação de agente público ao ressarcime
6520	AI	698478	1	16933	[AI 698.478, rel. min. Joaquim Barbosa, j. 18-5-2012, dec. monocrática, DJE de 28-5-2012.]
6521	RE	603025	1	16935	[RE 603.025, rel. min. Luiz Fux, j. 29-3-2012, dec. monocrática, DJE de 10-4-2012.]
6522	AI	737104	1	16938	[AI 737.104 AgR, rel. min. Luiz Fux, j. 25-10-2011, 1ª T, DJE de 17-11-2011.]
6523	RE	607949	1	16939	= RE 607.949 AgR, rel. min. Cármen Lúcia, j. 8-4-2014, 2ª T, DJE de 15-5-2014
6524	RCL	554	1	16941	Se, contudo, o ajuizamento da ação civil pública visar, não à apreciação da validade constitucional de lei em tese, mas objetivar o julgamento de uma 
6525	RCL	611	1	16941	Se, contudo, o ajuizamento da ação civil pública visar, não à apreciação da validade constitucional de lei em tese, mas objetivar o julgamento de uma 
6526	RE	411156	1	16942	[RE 411.156, rel. min. Celso de Mello, j. 19-11-2009, dec. monocrática, DJE de 3-12-2009.]
6527	RE	233585	1	16944	[RE 233.585, rel. min. Celso de Mello, j. 9-9-2009, dec. monocrática, DJE de 28-9-2009.]
6528	ACO	1233	1	16946	[ACO 1.233 AgR, rel. min. Menezes Direito, j. 15-4-2009, P, DJE de 28-8-2009.]
6529	ACO	1673	1	16947	= ACO 1.673, rel. min. Dias Toffoli, j. 11-6-2012, dec. monocrática, DJE de 14-6-2012
6530	RCL	4963	1	16949	[Rcl 4.963, rel. min. Joaquim Barbosa, j. 4-9-2008, P, DJE de 10-10-2008.]
6531	RE	464893	1	16951	[RE 464.893, rel. min. Joaquim Barbosa, j. 20-5-2008, 2ª T, DJE de 1º-8-2008.]
6532	RE	470135	1	16953	[RE 470.135 AgR-ED, rel. min. Cezar Peluso, j. 22-5-2007, 2ª T, DJ de 29-6-2007.]
6533	AI	637853	1	16954	= AI 637.853 AgR, rel. min. Joaquim Barbosa, j. 28-8-2012, 2ª T, DJE de 17-9-2012
6534	RE	441318	1	16956	[RE 441.318, rel. min. Marco Aurélio, j. 25-10-2005, 1ª T, DJ de 24-2-2006.]
6535	RE	244217	1	16958	[RE 244.217 AgR, rel. min. Eros Grau, j. 25-10-2005, 1ª T, DJ de 25-11-2005.]
6536	RE	262134	1	16959	= RE 262.134 AgR, rel. min. Celso de Mello, j. 12-12-2006, 2ª T, DJ de 2-2-2007
6537	AI	383919	1	16960	= AI 383.919 AgR, rel. min. Sepúlveda Pertence, j. 19-2-2003, 1ª T, DJ de 11-4-2003
6538	RE	379495	1	16962	[RE 379.495, rel. min. Marco Aurélio, j. 11-10-2005, 1ª T, DJ de 20-4-2006.]
6539	RE	228177	1	16963	= RE 228.177, rel. min. Gilmar Mendes, j. 17-11-2009, 2ª T, DJE de 5-3-2010
6540	RE	213015	1	16965	[RE 213.015, rel. min. Néri da Silveira, j. 8-4-2002, 2ª T, DJ de 24-5-2002.]
6541	ARE	788319	1	16966	= ARE 788.319 AgR, rel. min. Roberto Barroso, j. 14-4-2015, 1ª T, DJE de 7-5-2015
6542	RE	208790	1	16968	[RE 208.790, rel. min. Ilmar Galvão, j. 27-9-2000, P, DJ de 15-12-2000.]
6543	RE	225777	1	16969	= RE 225.777, red. do ac. min. Dias Toffoli, j. 24-2-2011, P, DJE de 29-8-2011
6544	RE	166776	1	16973	[RE 166.776, rel. min. Maurício Corrêa, j. 2-3-1999, 2ª T, DJ de 4-6-1999.]
6545	ARE	640544	1	16974	= ARE 640.544 AgR, rel. min. Ricardo Lewandowski, j. 7-5-2013, 2ª T, DJE de 22-5-2013
6546	AI	576892	1	16975	= AI 576.892 AgR, rel. min. Cármen Lúcia, j. 20-10-2009, 1ª T, DJE de 20-11-2009
6547	ARE	1477981	1	16989	Atribuições do Ministério Público Federal. Controle externo da atividade policial. Art. 129, VII, da Constituição Federal. Possibilidade de acesso à i
6548	RHC	118636	1	16994	= RHC 118.636 AgR, rel. min. Celso de Mello, j. 26-8-2014, 2ª T, DJE de 10-9-2014
6549	HC	89746	1	16996	[HC 89.746, rel. min. Cármen Lúcia, j. 12-12-2006, 1ª T, DJ de 9-2-2007.]
6550	RE	535478	1	17006	[RE 535.478, rel. min. Ellen Gracie, j. 28-10-2008, 2ª T, DJE de 21-11-2008.]
6551	HC	83463	1	17011	=HC 83.463, rel. min. Carlos Velloso, j. 16-3-2004, 1ª T, DJ de 4-6-2004
6552	RHC	81326	1	17013	[RHC 81.326, rel. min. Nelson Jobim, j. 6-5-2003, 2ª T, DJ de 1º-8-2003.]
6553	RE	215301	1	17015	[RE 215.301, rel. min. Carlos Velloso, j. 13-4-1999, 2ª T, DJ de 28-5-1999.]
6554	ADI	2943	1	17021	“1. O Ministério Público dispõe de atribuição concorrente para promover, por autoridade própria, e por prazo razoável, investigações de natureza penal
6555	ADI	3309	1	17021	“1. O Ministério Público dispõe de atribuição concorrente para promover, por autoridade própria, e por prazo razoável, investigações de natureza penal
6556	ADI	3318	1	17021	“1. O Ministério Público dispõe de atribuição concorrente para promover, por autoridade própria, e por prazo razoável, investigações de natureza penal
6557	ADI	3161	1	17022	A participação em Conselhos da Administração Pública – órgãos com atribuição legal para se manifestar, em caráter deliberativo ou consultivo, sobre a 
6558	ADI	3841	1	17024	[ADI 3.841, voto do rel. min. Gilmar Mendes, j. 16-6-2020, P, DJE de 6-7-2020.]
6559	ADI	1852	1	17028	[ADI 1.852, rel. min. Carlos Velloso, j. 21-8-2002, P, DJ de 21-11-2003.]
6560	RE	147776	1	17033	[RE 147.776, rel. min. Sepúlveda Pertence, j. 19-5-1998, 1ª T, DJ de 19-6-1998.]
6561	ADI	7042	1	17037	Vedação constitucional à previsão de legitimidade exclusiva do Ministério Público para a propositura da ação por ato de improbidade administrativa, no
6562	ADI	7043	1	17037	Vedação constitucional à previsão de legitimidade exclusiva do Ministério Público para a propositura da ação por ato de improbidade administrativa, no
6563	MS	26415	1	17045	[MS 26.415, red. do ac. min. Gilmar Mendes, j. 17-3-2020, 2ª T, DJE de 29-7-2020.]
6564	MS	25838	1	17049	[MS 25.838, voto do rel. min. Teori Zavascki, j. 29-9-2015, 2ª T, DJE de 13-10-2015.]
6565	ADI	4219	1	17057	[ADI 4.219, red. do ac. min. Edson Fachin, j. 5-8-2020, P, DJE de 29-9-2020.]
6566	ADI	2958	1	17059	[ADI 2.958, rel. min. Gilmar Mendes, j. 27-9-2019, P, DJE de 16-10-2019.]
6567	MS	27608	1	17061	= MS 27.608, rel. min. Cármen Lúcia, j. 15-10-2009, P, DJE de 21-5-2010
6568	MS	27601	1	17067	[MS 27.601, rel. min. Marco Aurélio, j. 22-9-2015, 1ª T, DJE de 17-11-2015.]
6569	MS	32176	1	17069	[MS 32.176, rel. min. Dias Toffoli, j. 18-3-2014, 1ª T, DJE de 14-4-2014.]
6570	MS	27604	1	17072	= MS 27.604, rel. min. Ayres Britto, j. 6-10-2010, P, DJE de 9-2-2011
6571	RCL	3932	1	17082	[Rcl 3.932, rel. min. Ayres Britto, j. 21-11-2007, P, DJE de 9-10-2009.]
6572	ADI	7286	1	17087	Als. c e d do § 2º do art. 122 da Lei Complementar n. 11/1996, da Bahia. Critérios de desempate na promoção e remoção de membro do Ministério Público 
6573	ADI	6328	1	17088	A Lei Orgânica do Ministério Público do Estado de Goiás previu a figura da remoção interna, como procedimento anterior à remoção tratada nos art. 62 e
6574	ADI	1283	1	17092	[ADI 1.283, rel. min. Roberto Barroso, j. 19-12-2018, P, DJE de 25-2-2019.]
6575	ADI	3220	1	17094	[ADI 3.220 MC, rel. min. Ayres Britto, j. 10-3-2005, P, DJ de 6-5-2005.]
6576	ADI	994	1	17096	[ADI 994, rel. min. Néri da Silveira, j. 20-5-1993, P, DJ de 19-9-2003.]
6577	MS	26264	1	17101	[MS 26.264, rel. min. Marco Aurélio, j. 21-5-2007, P, DJ de 5-10-2007.]
6578	ADI	5692	1	17112	Esta Casa encerrou controvérsia jurídico-constitucional, de modo a consagrar, de forma definitiva, a integração do Ministério Público especial à intim
6579	ADI	4427	1	17112	Esta Casa encerrou controvérsia jurídico-constitucional, de modo a consagrar, de forma definitiva, a integração do Ministério Público especial à intim
6580	ADI	1791	1	17121	[ADI 1.791 MC, rel. min. Sydney Sanches, j. 23-4-1998, P, DJ de 11-9-1998.]
6581	RCL	14282	1	17124	[Rcl 14.282 AgR-ED, rel. min. Marco Aurélio, j. 28-8-2014, P, DJE de 1º-10-2014.]
6582	MS	27339	1	17126	[MS 27.339, rel. min. Menezes Direito, j. 2-2-2009, P, DJE de 6-3-2009.]
6583	MS	23247	1	17129	[MS 23.247, rel. min. Néri da Silveira, j. 22-4-2002, P, DJ de 14-6-2002.]
6584	ADI	3472	1	17133	[ADI 3.472 MC, rel. min. Sepúlveda Pertence, j. 28-4-2005, P, DJ de 24-6-2005.]
6585	MS	28408	1	17155	[MS 28.408, rel. min. Cármen Lúcia, j. 18-3-2014, 2ª T, DJE de 13-6-2014.]
6586	ADI	5315	1	17158	[ADI 5.315, rel. min. Roberto Barroso, j. 25-8-2023, P, DJE de 07.11.2023.]
6587	MS	27744	1	17169	[MS 27.744, rel. min. Luiz Fux, j. 6-5-2014, 1ª T, DJE de 8-6-2015.]
6588	MS	28028	1	17171	[MS 28.028, rel. min. Cármen Lúcia, j. 30-10-2012, 2ª T, DJE de 7-6-2013.]
6589	MS	35461	1	17178	O prazo para a instauração do processo revisional no CNMP não tem como termo inicial a data da instauração do processo administrativo disciplinar na c
6590	MS	34712	1	17179	O constituinte, ao erigir o CNMP como órgão de controle externo do Ministério Público, atribuiu-lhe, expressamente, competência revisional ampla, de s
6591	MS	30864	1	17180	Pedido de revisão de arquivamento de inquérito administrativo. Decisão monocrática que deferiu a antecipação da tutela revisional, determinando a inst
6592	MS	28827	1	17182	[MS 28.827, rel. min. Cármen Lúcia, j. 28-8-2012, 1ª T, DJE de 9-10-2012.]
6593	RE	602381	1	17209	Procuradores federais. Pretendida concessão de férias de sessenta dias e consectários legais. Art. 1º da Lei 2.123/1952 e art. 17, parágrafo único, da
6594	ADI	2652	1	17215	Reclamação. (...) Descumprimento da ADI 2.652/DF. Os procuradores federais estão incluídos na ressalva do parágrafo único do art. 14 do CPC, não sendo
6595	RCL	5133	1	17216	[Rcl 5.133 e Rcl 7.181, rel. min. Cármen Lúcia, j. 20-5-2009, P, DJE de 21-8-2009.]
6596	RCL	7181	1	17216	[Rcl 5.133 e Rcl 7.181, rel. min. Cármen Lúcia, j. 20-5-2009, P, DJE de 21-8-2009.]
6597	RE	121856	1	17224	[RE 121.856 ED, rel. min. Paulo Brossard, j. 24-4-1990, 2ª T, DJ de 11-5-1990.]
6598	ADI	1591	1	17231	Ação direta de inconstitucionalidade. Art. 11 e parágrafos da MP 43, de 25-6-2002, convertida na Lei 10.549, de 13-11-2002. Transformação de cargos de
6599	RE	193326	1	17236	[RE 193.326, rel. min. Carlos Velloso, j. 25-3-1997, 2ª T, DJ de 23-5-1997.]
6600	RE	163581	1	17238	[RE 163.581 ED, rel. min. Marco Aurélio, j. 11-3-1996, 2ª T, DJ de 10-5-1996.]
6601	ADI	4843	1	17242	[ADI 4.843, rel. min. Nunes Marques, j. 24.02.2025, P, DJE de 11.03.2025.]
6602	ADI	7422	1	17246	A Lei impugnada contraria o art. 132 da Constituição Federal ao permitir a manutenção do exercício da atividade de representação judicial e extrajudic
6603	ADI	6433	1	17251	Criação de Procuradoria em Assembleia Legislativa. Não há óbice à existência de procuradoria especial na Assembleia Legislativa. Interpretação confor
6604	ADI	3536	1	17255	[ADI 3.536, rel. min. Alexandre de Moraes, j. 2-10-2019, P, DJE de 4-12-2019.]
6605	ADI	5541	1	17257	[ADI 5.541, rel. min. Edson Fachin, j. 27-9-2019, P, DJE de 15-10-2019.]
6606	ADI	1246	1	17259	[ADI 1.246, rel. min. Roberto Barroso, j. 11-4-2019, P, DJE de 23-5-2019.]
6607	ADI	4449	1	17261	[ADI 4.449, rel. min. Marco Aurélio, j. 28-3-2019, P, DJE de 1º-8-2019.]
6608	ADI	4261	1	17267	[ADI 4.261, rel. min. Ayres Britto, j. 2-8-2010, P, DJE de 20-8-2010.]
6609	ADI	2682	1	17270	= ADI 2.682, rel. min. Gilmar Mendes, j. 12-2-2009, P, DJE de 19-6-2009
6610	ADI	217	1	17279	[ADI 217, rel. min. Ilmar Galvão, j. 25-8-2002, P, DJ de 13-9-2002.]
6611	ARE	646761	1	17285	[ARE 646.761 AgR, rel. min. Gilmar Mendes, j. 29-10-2013, 2ª T, DJE de 25-11-2013, com mérito julgado.]
6612	RE	192553	1	17290	[RE 192.553, rel. min. Marco Aurélio, j. 15-12-1998, 2ª T, DJ de 16-4-1999.]
6613	PET	409	1	17292	[Pet 409 AgR, red do ac. min. Sepúlveda Pertence, j. 18-4-1990, P, DJ de 29-6-1990.]
6614	RE	221019	1	17308	= RE 221.019 ED, rel. min. Cezar Peluso, j. 14-10-2008, 2ª T, DJE de 21-11-2008
6615	AI	461490	1	17311	= AI 461.490 ED, rel. min. Ellen Gracie, j. 23-6-2009, 2ª T, DJE de 7-8-2009
6616	RE	1336047	1	17317	[RE 1.336.047, rel. min. Alexandre de Moraes, j.18-2-2026, P, DJE de 2-3-2026, Tema 1.180, com mérito julgado.]
6617	HC	174061	1	17322	[HC 174.061 MC-AgR, rel. min. Gilmar Mendes, j. 26-11-2025, 2ª T, DJE de 27-2-2026.]
6618	INQ	4074	1	17325	[Inq 4.074, red. do ac. min. Dias Toffoli, j. 14-8-2018, 2ª T, DJE de 17-10-2018.]
6619	RE	277065	1	17333	[RE 277.065, rel. min. Marco Aurélio, j. 8-4-2014, 1ª T, DJE de 13-5-2014.]
6620	RHC	104270	1	17335	[RHC 104.270 QO, rel. min. Celso de Mello, j. 6-9-2011, 2ª T, DJE de 7-12-2011.]
6621	RCL	7592	1	17339	[Rcl 7.592, rel. min. Cármen Lúcia, j. 27-5-2010, P,  DJE de 18-6-2010.]
6622	HC	96905	1	17345	[HC 96.905, rel. min. Celso de Mello, j. 25-8-2009, 2ª T, DJE de 3-10-2011.]
6623	RCL	5192	1	17350	Prerrogativa de prisão em sala de estado-maior. Avaliação do caso concreto. Prisão em batalhão de polícia militar. Improcedência. A reclamação tem com
6624	RCL	6387	1	17351	[Rcl 6.387, rel. min. Ellen Gracie, j. 23-10-2008, P, DJE de 21-11-2008.]
